Bandit,Reward,Algorithm
2,4.5306823965328675,Thompson Sampling
2,2.787026357018534,Thompson Sampling
2,2.757930897116447,Thompson Sampling
2,1.8650364657417655,Thompson Sampling
2,4.675675875519762,Thompson Sampling
2,3.0349241877323117,Thompson Sampling
2,3.910261620989863,Thompson Sampling
2,2.59087724789253,Thompson Sampling
2,2.796897762781205,Thompson Sampling
2,2.4012766930387786,Thompson Sampling
2,2.9930758007409866,Thompson Sampling
2,3.5425985000790523,Thompson Sampling
2,2.821311828800402,Thompson Sampling
2,2.43762992148466,Thompson Sampling
2,2.9072402238519173,Thompson Sampling
2,2.7503345212795907,Thompson Sampling
2,3.413462573622724,Thompson Sampling
2,2.875636423907128,Thompson Sampling
2,2.1477620985853547,Thompson Sampling
2,2.3436509421039267,Thompson Sampling
2,1.6198550792491433,Thompson Sampling
1,3.1290665182963764,Thompson Sampling
2,1.6151559297271096,Thompson Sampling
2,2.561959947562016,Thompson Sampling
2,1.4708594391244947,Thompson Sampling
2,2.500879861267302,Thompson Sampling
2,2.8135114784601316,Thompson Sampling
2,2.860962492666696,Thompson Sampling
2,3.2228062470301055,Thompson Sampling
2,4.913979314885188,Thompson Sampling
2,1.382742808705503,Thompson Sampling
2,2.2228735621893403,Thompson Sampling
2,1.8830711746834292,Thompson Sampling
2,2.742469699119123,Thompson Sampling
2,2.0645438126470514,Thompson Sampling
2,2.6033607740824034,Thompson Sampling
2,4.88074755716033,Thompson Sampling
2,3.5594814489858404,Thompson Sampling
2,2.902905529615482,Thompson Sampling
2,0.8349421764472824,Thompson Sampling
2,3.131667967616207,Thompson Sampling
2,3.3498897894405784,Thompson Sampling
2,2.318470169973936,Thompson Sampling
2,2.7003855013464393,Thompson Sampling
2,4.182599332009943,Thompson Sampling
2,2.1632087429378113,Thompson Sampling
2,1.3309819143046748,Thompson Sampling
2,1.5014173715280914,Thompson Sampling
2,2.214528489319466,Thompson Sampling
1,2.2012337410806992,Thompson Sampling
2,2.964733619931732,Thompson Sampling
2,2.9899893911972564,Thompson Sampling
2,2.7428367043756983,Thompson Sampling
2,3.035854410231505,Thompson Sampling
2,2.9670371728104525,Thompson Sampling
2,2.956365082098276,Thompson Sampling
2,1.9914566494614503,Thompson Sampling
2,2.8413680252215947,Thompson Sampling
2,2.8001621878199527,Thompson Sampling
2,2.6807427476778996,Thompson Sampling
2,4.594628123516661,Thompson Sampling
1,2.723192646573814,Thompson Sampling
2,3.605854167239571,Thompson Sampling
2,3.070420726928229,Thompson Sampling
2,3.5225365616687223,Thompson Sampling
2,3.1302989208782366,Thompson Sampling
2,4.279943555548794,Thompson Sampling
2,4.151778435587952,Thompson Sampling
2,2.3896348805851573,Thompson Sampling
2,3.002482677146714,Thompson Sampling
2,2.894037548180426,Thompson Sampling
2,3.023496729716464,Thompson Sampling
2,3.5784500751460455,Thompson Sampling
2,3.1581764464615762,Thompson Sampling
2,3.1842302785733057,Thompson Sampling
2,2.2524104307922315,Thompson Sampling
2,3.0608341911855708,Thompson Sampling
2,2.5725907384341786,Thompson Sampling
2,4.028407454056897,Thompson Sampling
2,2.751361620663794,Thompson Sampling
2,3.5216762753048667,Thompson Sampling
2,3.6611807600459705,Thompson Sampling
2,2.794428865558836,Thompson Sampling
2,3.482048189714799,Thompson Sampling
2,2.504297047634756,Thompson Sampling
2,3.5241689265506277,Thompson Sampling
2,1.2745907357034012,Thompson Sampling
2,1.7739838208918801,Thompson Sampling
2,2.758710935251793,Thompson Sampling
2,2.766361381205725,Thompson Sampling
2,3.9767848468335716,Thompson Sampling
2,2.3458864267100377,Thompson Sampling
2,1.6487219756836995,Thompson Sampling
2,4.816355811957649,Thompson Sampling
2,3.45644005214438,Thompson Sampling
2,2.586750581885334,Thompson Sampling
2,2.4216896911000294,Thompson Sampling
2,3.8441080579132105,Thompson Sampling
2,2.043878355888979,Thompson Sampling
2,3.8163570063583343,Thompson Sampling
2,4.7392737832117025,Thompson Sampling
2,3.262190403938315,Thompson Sampling
2,3.0498991751959004,Thompson Sampling
2,2.4396363667598,Thompson Sampling
2,3.0545738057047864,Thompson Sampling
2,2.4635754560942456,Thompson Sampling
2,3.524413041888822,Thompson Sampling
1,2.2334523506988786,Thompson Sampling
2,2.6585669428924255,Thompson Sampling
2,3.618628067134635,Thompson Sampling
2,2.676077915900922,Thompson Sampling
2,1.6743334424514658,Thompson Sampling
2,3.4729282532543904,Thompson Sampling
2,2.2317201878242914,Thompson Sampling
2,2.7966884771951657,Thompson Sampling
2,2.789811901851282,Thompson Sampling
2,0.12810237680564462,Thompson Sampling
2,2.343842268716211,Thompson Sampling
2,0.9884225556156885,Thompson Sampling
2,3.9561342238681063,Thompson Sampling
2,5.826863900637572,Thompson Sampling
1,1.5078560678151762,Thompson Sampling
2,5.193262710308693,Thompson Sampling
2,2.6355855919699165,Thompson Sampling
2,3.3811008868111383,Thompson Sampling
2,2.653760740859773,Thompson Sampling
2,2.712519630293997,Thompson Sampling
2,2.7701298231983578,Thompson Sampling
2,1.687312128417212,Thompson Sampling
2,4.451087681110075,Thompson Sampling
2,2.309914826111327,Thompson Sampling
2,2.4139167188389914,Thompson Sampling
2,4.269129187733857,Thompson Sampling
2,3.0234655521663747,Thompson Sampling
2,2.2229451099455058,Thompson Sampling
2,4.450496914216905,Thompson Sampling
2,3.3985783688407003,Thompson Sampling
2,2.7838405976844984,Thompson Sampling
2,2.939588449634759,Thompson Sampling
2,2.4405223510254603,Thompson Sampling
2,1.7133273061395273,Thompson Sampling
2,2.5760701672097492,Thompson Sampling
2,1.906980841310207,Thompson Sampling
2,3.180517861140914,Thompson Sampling
2,3.808606415686699,Thompson Sampling
2,4.17519967221346,Thompson Sampling
2,4.0245184422587545,Thompson Sampling
2,3.3415767539693864,Thompson Sampling
2,2.9435488670562937,Thompson Sampling
2,3.186891961932977,Thompson Sampling
2,3.724145602470543,Thompson Sampling
2,3.5532325550992736,Thompson Sampling
2,2.5274208936493205,Thompson Sampling
2,3.225949056028636,Thompson Sampling
2,4.4226386339467005,Thompson Sampling
1,2.255504580874497,Thompson Sampling
2,2.8730666062585692,Thompson Sampling
2,2.6408033171741065,Thompson Sampling
2,2.40739895767353,Thompson Sampling
2,4.28220050622334,Thompson Sampling
2,4.4218251015968555,Thompson Sampling
2,2.0365004941158116,Thompson Sampling
2,0.030558220130075142,Thompson Sampling
2,4.0941618746337,Thompson Sampling
2,3.6636876373831937,Thompson Sampling
2,2.1429699031373945,Thompson Sampling
2,3.503434703147036,Thompson Sampling
2,4.619761168323363,Thompson Sampling
2,4.418192862604631,Thompson Sampling
2,2.5792520908388177,Thompson Sampling
2,3.4485910556777584,Thompson Sampling
2,2.9521902666302435,Thompson Sampling
2,0.7490579334813416,Thompson Sampling
2,3.873965487821716,Thompson Sampling
2,2.685646389972286,Thompson Sampling
2,3.44594194881787,Thompson Sampling
2,3.3144002129575383,Thompson Sampling
2,4.193771427058454,Thompson Sampling
2,2.435975017381069,Thompson Sampling
2,2.8551509233987358,Thompson Sampling
2,3.457852637028941,Thompson Sampling
2,1.8002830472275708,Thompson Sampling
2,4.11507242944233,Thompson Sampling
2,3.0855466003418397,Thompson Sampling
2,5.0596075865324135,Thompson Sampling
2,1.6412554643979034,Thompson Sampling
2,4.405132607442089,Thompson Sampling
2,3.2964353711775587,Thompson Sampling
2,4.291538352893111,Thompson Sampling
2,3.5495172442471477,Thompson Sampling
1,0.22325162159787482,Thompson Sampling
2,1.8941793397681863,Thompson Sampling
2,2.9070472697363567,Thompson Sampling
2,2.2069205099998603,Thompson Sampling
2,4.373319440506588,Thompson Sampling
2,3.9547675483110893,Thompson Sampling
2,2.899402956413947,Thompson Sampling
2,3.129345332867044,Thompson Sampling
2,2.135738720188836,Thompson Sampling
2,4.0218331807342365,Thompson Sampling
2,2.9857359346752372,Thompson Sampling
2,3.587873885122831,Thompson Sampling
2,1.4673865418517593,Thompson Sampling
2,2.260069406127138,Thompson Sampling
2,3.1898963879699394,Thompson Sampling
2,2.4750907921025247,Thompson Sampling
2,3.0861681067937066,Thompson Sampling
2,4.029973517118112,Thompson Sampling
2,1.3043427170686313,Thompson Sampling
2,3.4980116197113555,Thompson Sampling
2,3.255468847612743,Thompson Sampling
2,2.0114316110658157,Thompson Sampling
2,1.1392658375674392,Thompson Sampling
2,2.3978234143778865,Thompson Sampling
2,4.159796217401684,Thompson Sampling
2,4.974003372096837,Thompson Sampling
2,3.9865673204024374,Thompson Sampling
2,3.625957322143921,Thompson Sampling
2,3.4328356808084486,Thompson Sampling
2,3.1322985746584684,Thompson Sampling
2,1.2898632955825378,Thompson Sampling
2,1.9688445182795722,Thompson Sampling
2,2.867946473298564,Thompson Sampling
2,2.5779700021266008,Thompson Sampling
2,3.3965561370954847,Thompson Sampling
2,3.1073967042767148,Thompson Sampling
2,1.8105558436984803,Thompson Sampling
2,2.6649441570552534,Thompson Sampling
2,3.834485741809137,Thompson Sampling
2,3.097025523376096,Thompson Sampling
2,3.4788296461780677,Thompson Sampling
2,4.046184919644916,Thompson Sampling
2,2.3163750328187445,Thompson Sampling
2,2.6244616079100824,Thompson Sampling
2,0.9976133136334577,Thompson Sampling
2,3.8865116227875105,Thompson Sampling
2,3.2964338745573225,Thompson Sampling
2,3.454041394380911,Thompson Sampling
2,2.1694820988929893,Thompson Sampling
2,3.367111916062211,Thompson Sampling
2,0.8977577024804839,Thompson Sampling
2,4.643715269935964,Thompson Sampling
2,3.0175907489802043,Thompson Sampling
2,2.0149853808349096,Thompson Sampling
2,4.163812540332215,Thompson Sampling
2,2.5131695930429623,Thompson Sampling
2,1.7298623328681049,Thompson Sampling
2,3.4251982300011323,Thompson Sampling
2,4.228221135872719,Thompson Sampling
2,1.3693388102326718,Thompson Sampling
2,1.7964680286056018,Thompson Sampling
2,3.1475578655203447,Thompson Sampling
2,4.513266061515156,Thompson Sampling
2,3.282375763016087,Thompson Sampling
2,3.115295159178923,Thompson Sampling
2,3.7702324790493256,Thompson Sampling
2,4.282632850104411,Thompson Sampling
2,3.171854332837791,Thompson Sampling
2,1.809733719042146,Thompson Sampling
2,4.309064230449898,Thompson Sampling
2,4.009163974423536,Thompson Sampling
2,3.6767613563237935,Thompson Sampling
2,1.0926793787895224,Thompson Sampling
2,3.430817196621945,Thompson Sampling
2,4.887364434112665,Thompson Sampling
2,2.94787084059936,Thompson Sampling
2,3.5729304383996845,Thompson Sampling
2,2.159814599350554,Thompson Sampling
2,2.063001875839989,Thompson Sampling
2,2.3981925469205034,Thompson Sampling
2,3.555328624920005,Thompson Sampling
2,3.114806290803764,Thompson Sampling
2,2.041028068660461,Thompson Sampling
2,2.3147884532484557,Thompson Sampling
2,3.625018636989669,Thompson Sampling
2,2.5994046711723717,Thompson Sampling
2,2.6541006184616176,Thompson Sampling
2,1.8199485165325344,Thompson Sampling
2,1.4262609347244162,Thompson Sampling
2,3.2325161315419533,Thompson Sampling
2,2.738923795048747,Thompson Sampling
2,3.754183811241383,Thompson Sampling
2,3.559460970898655,Thompson Sampling
2,2.0442159759878202,Thompson Sampling
2,4.224741877249081,Thompson Sampling
2,2.953139185758928,Thompson Sampling
2,1.7024625604310086,Thompson Sampling
2,2.592227997823857,Thompson Sampling
2,4.05338775752179,Thompson Sampling
2,1.7672685019649903,Thompson Sampling
2,3.062201542291677,Thompson Sampling
2,3.431162970512634,Thompson Sampling
2,1.4536255633709616,Thompson Sampling
2,2.7217857476186293,Thompson Sampling
2,1.841507254142949,Thompson Sampling
2,3.0270488858242093,Thompson Sampling
2,2.676976232301569,Thompson Sampling
2,4.24040129029028,Thompson Sampling
2,1.1558043202716328,Thompson Sampling
2,2.824497334220974,Thompson Sampling
2,3.7440618503181056,Thompson Sampling
2,2.802589586041379,Thompson Sampling
2,3.629288773602084,Thompson Sampling
2,1.7927865595966708,Thompson Sampling
2,4.306939501436336,Thompson Sampling
2,4.583076270066637,Thompson Sampling
2,2.456566650571891,Thompson Sampling
2,3.0500116471354475,Thompson Sampling
2,3.0887944344371716,Thompson Sampling
2,1.975777059711648,Thompson Sampling
2,2.845375934531741,Thompson Sampling
2,3.9974827123274745,Thompson Sampling
2,1.500418835327299,Thompson Sampling
2,3.978358561589923,Thompson Sampling
2,4.457745985561225,Thompson Sampling
2,2.340667277637313,Thompson Sampling
2,3.154064327646646,Thompson Sampling
2,2.8020256283405782,Thompson Sampling
2,4.023769391403782,Thompson Sampling
2,3.138326838553057,Thompson Sampling
2,3.0218659161426515,Thompson Sampling
2,2.2602496536446215,Thompson Sampling
2,1.6640654823086545,Thompson Sampling
2,3.8451825496555894,Thompson Sampling
2,3.195401289566639,Thompson Sampling
2,4.748937383523862,Thompson Sampling
2,4.390766789003867,Thompson Sampling
2,1.9104675505233242,Thompson Sampling
2,3.1724660086320267,Thompson Sampling
2,5.8935976372165095,Thompson Sampling
2,3.382345621043855,Thompson Sampling
2,2.626214441279957,Thompson Sampling
2,1.187205843154352,Thompson Sampling
2,4.734679920745519,Thompson Sampling
2,3.589769033599879,Thompson Sampling
2,2.0900426055305594,Thompson Sampling
2,3.9457999601933325,Thompson Sampling
2,3.9889986303154905,Thompson Sampling
2,2.3570164784110084,Thompson Sampling
2,0.5550108201047217,Thompson Sampling
2,2.265887614329501,Thompson Sampling
2,3.0846023762613335,Thompson Sampling
2,2.632143404053174,Thompson Sampling
2,3.987318095490031,Thompson Sampling
2,3.116622236488677,Thompson Sampling
2,2.620895099471235,Thompson Sampling
2,2.3061617748516943,Thompson Sampling
2,2.7073098760706285,Thompson Sampling
2,4.359404175214769,Thompson Sampling
2,2.5621975415521687,Thompson Sampling
2,3.2618459839779192,Thompson Sampling
2,1.635893138121257,Thompson Sampling
2,2.455238140643891,Thompson Sampling
2,0.9553205798345434,Thompson Sampling
2,3.582004495139031,Thompson Sampling
2,3.7715936177246228,Thompson Sampling
2,4.01064262996162,Thompson Sampling
2,2.890278028535738,Thompson Sampling
2,1.8854357838694533,Thompson Sampling
2,3.402701379865097,Thompson Sampling
2,2.2326674610823294,Thompson Sampling
2,1.4781595258324562,Thompson Sampling
2,2.949822297064226,Thompson Sampling
2,1.6390760989311812,Thompson Sampling
2,2.6321544730068025,Thompson Sampling
2,4.606362331695802,Thompson Sampling
2,3.723399196308073,Thompson Sampling
2,0.6820864369029813,Thompson Sampling
2,1.7160662489134275,Thompson Sampling
2,2.610522314834079,Thompson Sampling
2,3.7392212847599717,Thompson Sampling
2,3.600453633940296,Thompson Sampling
2,3.829637911663517,Thompson Sampling
2,2.395789714522138,Thompson Sampling
2,2.9576939798086963,Thompson Sampling
2,1.8308338382446696,Thompson Sampling
2,3.272448661102122,Thompson Sampling
2,3.1476002842577793,Thompson Sampling
2,1.0097493839235276,Thompson Sampling
2,1.552579050264684,Thompson Sampling
2,1.4961042885415612,Thompson Sampling
2,3.9636289147777575,Thompson Sampling
2,1.7866864880923257,Thompson Sampling
2,3.419624599963503,Thompson Sampling
2,1.4318118161257136,Thompson Sampling
2,2.9497736657227227,Thompson Sampling
2,4.656992013774959,Thompson Sampling
2,3.0184283264581655,Thompson Sampling
2,2.259393017663969,Thompson Sampling
2,4.210357509073313,Thompson Sampling
2,3.765951230616312,Thompson Sampling
2,3.7962239685605152,Thompson Sampling
2,3.6380096806227673,Thompson Sampling
2,4.253754730876912,Thompson Sampling
2,3.3735137410765956,Thompson Sampling
2,1.7817615584222553,Thompson Sampling
2,1.9590311199324655,Thompson Sampling
2,4.101578995821502,Thompson Sampling
2,2.0760643539927903,Thompson Sampling
2,2.543171311307609,Thompson Sampling
2,2.2919763725831768,Thompson Sampling
2,2.3433579450003528,Thompson Sampling
2,3.0385332006391192,Thompson Sampling
2,4.4852442318531365,Thompson Sampling
2,3.9916931864831278,Thompson Sampling
2,0.9175502699467906,Thompson Sampling
2,2.7747727092361294,Thompson Sampling
2,3.9462323007423468,Thompson Sampling
2,3.1307350197634936,Thompson Sampling
2,4.96160237887267,Thompson Sampling
2,3.946476740307938,Thompson Sampling
2,2.7115950853969757,Thompson Sampling
2,2.314146274836778,Thompson Sampling
2,3.6233191340753588,Thompson Sampling
2,3.168183916453391,Thompson Sampling
2,4.200148664280299,Thompson Sampling
2,4.705717914035884,Thompson Sampling
2,2.5431618429583134,Thompson Sampling
2,3.0192014208134754,Thompson Sampling
2,2.9039652856973652,Thompson Sampling
2,2.0478481202005403,Thompson Sampling
2,4.600559515085213,Thompson Sampling
2,3.8342259472358102,Thompson Sampling
2,3.0539891212938395,Thompson Sampling
2,2.1697262774639228,Thompson Sampling
2,1.6740057350212638,Thompson Sampling
2,2.863342091320377,Thompson Sampling
2,2.4791583182010406,Thompson Sampling
2,2.9503018203233906,Thompson Sampling
2,1.6815305148584558,Thompson Sampling
2,2.2369484898193503,Thompson Sampling
2,2.5268525283672933,Thompson Sampling
2,4.660857688108561,Thompson Sampling
2,1.657254550881194,Thompson Sampling
2,4.4338790547770826,Thompson Sampling
2,2.472896023777885,Thompson Sampling
2,3.3598876840583847,Thompson Sampling
2,1.9660970764427497,Thompson Sampling
2,3.8462460891069563,Thompson Sampling
2,3.8469249031059407,Thompson Sampling
2,2.6421021019251594,Thompson Sampling
2,4.60371301036985,Thompson Sampling
2,2.726261248615365,Thompson Sampling
2,4.8708294941713355,Thompson Sampling
2,1.241597639832665,Thompson Sampling
2,2.5095812511672246,Thompson Sampling
2,3.518833554485971,Thompson Sampling
2,3.212465725831875,Thompson Sampling
2,2.1674653036101805,Thompson Sampling
2,4.328170908142024,Thompson Sampling
2,2.9451347699949495,Thompson Sampling
2,3.00532433473209,Thompson Sampling
2,3.4349788544529325,Thompson Sampling
2,2.3850905480956452,Thompson Sampling
2,2.145744015401187,Thompson Sampling
2,4.8094964945177265,Thompson Sampling
2,4.063876828609153,Thompson Sampling
2,3.5980496558165225,Thompson Sampling
2,3.6253199269526766,Thompson Sampling
2,1.6088064337798176,Thompson Sampling
2,2.797202419046172,Thompson Sampling
2,2.1258787872323017,Thompson Sampling
2,6.02356273439438,Thompson Sampling
2,4.554023257444298,Thompson Sampling
2,4.120465939092006,Thompson Sampling
2,3.71371001060414,Thompson Sampling
2,3.225337580642091,Thompson Sampling
2,2.7867228076520756,Thompson Sampling
2,1.9836393090787967,Thompson Sampling
2,2.0837353014036495,Thompson Sampling
2,2.261847705205947,Thompson Sampling
2,2.6491508013755833,Thompson Sampling
2,1.9369815173061427,Thompson Sampling
2,3.0601758655517406,Thompson Sampling
2,3.787077192081973,Thompson Sampling
2,2.9712676395451867,Thompson Sampling
2,1.799907406265541,Thompson Sampling
2,3.5210035486555338,Thompson Sampling
2,4.256662995230049,Thompson Sampling
2,2.621918566239796,Thompson Sampling
2,3.739810669492204,Thompson Sampling
2,3.8964765580771514,Thompson Sampling
2,2.183151187451048,Thompson Sampling
2,4.074737261355593,Thompson Sampling
2,2.064147522554853,Thompson Sampling
2,4.14749233722711,Thompson Sampling
2,1.682917410399704,Thompson Sampling
2,3.7289029082567247,Thompson Sampling
2,2.644877791911987,Thompson Sampling
2,3.6314343407532896,Thompson Sampling
2,1.1642601136115853,Thompson Sampling
2,3.6281700859898205,Thompson Sampling
2,5.578337792676429,Thompson Sampling
2,3.145783371426817,Thompson Sampling
2,2.647513731234545,Thompson Sampling
2,1.8016180484634339,Thompson Sampling
2,2.2093985045351,Thompson Sampling
2,0.3323926599568452,Thompson Sampling
2,2.26797749232612,Thompson Sampling
2,2.3539808172625856,Thompson Sampling
2,3.7736498730656947,Thompson Sampling
2,2.1854314133938226,Thompson Sampling
2,5.020464147838611,Thompson Sampling
2,4.520634654053176,Thompson Sampling
2,4.326035214683006,Thompson Sampling
2,1.8542309573273166,Thompson Sampling
2,2.5635533895293734,Thompson Sampling
2,2.507209578979709,Thompson Sampling
2,1.6738443337950024,Thompson Sampling
2,2.7329137979035156,Thompson Sampling
2,4.735186528032597,Thompson Sampling
2,1.3376366985047161,Thompson Sampling
2,1.8553644817213222,Thompson Sampling
2,2.2662795268285727,Thompson Sampling
2,4.162504538385592,Thompson Sampling
2,1.8711149405545553,Thompson Sampling
2,3.71752152973348,Thompson Sampling
2,2.818281346669587,Thompson Sampling
2,2.479303074060585,Thompson Sampling
2,2.764360823026571,Thompson Sampling
2,3.504489447711009,Thompson Sampling
0,0.8217592474100677,Thompson Sampling
2,4.409207637405116,Thompson Sampling
2,3.4014122175665027,Thompson Sampling
2,3.5305918015280713,Thompson Sampling
2,2.343982043409668,Thompson Sampling
2,4.1413839025404915,Thompson Sampling
2,2.413058753698907,Thompson Sampling
2,2.7989501141805224,Thompson Sampling
2,4.148032438819808,Thompson Sampling
2,1.303999455414173,Thompson Sampling
2,3.3594269509992847,Thompson Sampling
2,3.8496550934225593,Thompson Sampling
2,3.6457336879363313,Thompson Sampling
2,3.243787422551564,Thompson Sampling
2,4.033009780619547,Thompson Sampling
2,2.515403162882199,Thompson Sampling
2,3.223226059794001,Thompson Sampling
2,3.9665989502904195,Thompson Sampling
2,2.3101342497544817,Thompson Sampling
2,3.6823790193689043,Thompson Sampling
2,4.127769841423228,Thompson Sampling
2,1.0061223168531612,Thompson Sampling
2,3.741549490231128,Thompson Sampling
2,1.9531276501963963,Thompson Sampling
2,3.5475262935467393,Thompson Sampling
2,3.7864247230618027,Thompson Sampling
2,2.4039290086969105,Thompson Sampling
2,3.780749283544593,Thompson Sampling
2,2.357800790598737,Thompson Sampling
2,3.196142167397448,Thompson Sampling
2,1.6469546759706033,Thompson Sampling
2,1.8969664627687794,Thompson Sampling
2,1.5451336583307398,Thompson Sampling
2,2.792665955285237,Thompson Sampling
2,2.702017402342504,Thompson Sampling
2,2.5833301391725705,Thompson Sampling
2,3.1106762565456707,Thompson Sampling
2,2.0630103591734708,Thompson Sampling
2,3.873437278423011,Thompson Sampling
2,3.4739798103374717,Thompson Sampling
2,3.8309718868620477,Thompson Sampling
2,4.011751222630407,Thompson Sampling
2,2.3791661300870555,Thompson Sampling
2,2.9061483523573326,Thompson Sampling
2,3.274725767262159,Thompson Sampling
2,3.9119329577766377,Thompson Sampling
2,3.161735594976108,Thompson Sampling
2,1.1340948095439285,Thompson Sampling
2,3.2849384957739174,Thompson Sampling
2,1.6877212873761929,Thompson Sampling
2,3.5239724692024375,Thompson Sampling
2,3.6709001001964756,Thompson Sampling
2,2.4834163620597067,Thompson Sampling
2,2.9366182819843853,Thompson Sampling
2,1.747213007095504,Thompson Sampling
2,5.052853351421567,Thompson Sampling
2,1.801163133661878,Thompson Sampling
2,2.219157462114801,Thompson Sampling
2,2.9783182976954086,Thompson Sampling
2,2.840484151668926,Thompson Sampling
2,2.0189866936840892,Thompson Sampling
2,2.357584477696512,Thompson Sampling
2,3.209642686866615,Thompson Sampling
2,2.9363516825985814,Thompson Sampling
2,1.9883064598501963,Thompson Sampling
2,4.106606216131522,Thompson Sampling
2,3.4361059107102925,Thompson Sampling
2,2.0046548292691475,Thompson Sampling
2,2.725082266937146,Thompson Sampling
2,4.137180118310612,Thompson Sampling
2,5.4954899975017195,Thompson Sampling
2,3.8981925061828195,Thompson Sampling
2,4.341899193211121,Thompson Sampling
2,1.142777622429386,Thompson Sampling
2,2.174395117639323,Thompson Sampling
2,2.711586686911535,Thompson Sampling
2,4.1677845487351535,Thompson Sampling
2,0.9356693784023009,Thompson Sampling
2,2.771006316640738,Thompson Sampling
2,3.1856806346927002,Thompson Sampling
2,3.4936346055217817,Thompson Sampling
2,3.0869960838730677,Thompson Sampling
2,3.9551433460833447,Thompson Sampling
2,3.999258762770391,Thompson Sampling
2,4.062249822338223,Thompson Sampling
2,2.4536817281815386,Thompson Sampling
2,6.056593104194123,Thompson Sampling
2,2.847013008669268,Thompson Sampling
2,3.897914164552137,Thompson Sampling
2,2.620335048708772,Thompson Sampling
2,3.9239066950698684,Thompson Sampling
2,2.643431762665335,Thompson Sampling
2,3.402768286429203,Thompson Sampling
2,2.2658893808015534,Thompson Sampling
2,2.221594915813551,Thompson Sampling
2,2.369101971478974,Thompson Sampling
2,3.2227837018799943,Thompson Sampling
2,3.583483003799828,Thompson Sampling
